VALUE,VOLICITY,YEARS
0,0,13
0,0,13
0,0,12
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
7.53,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,14
0,0,14
0,0,14
353.41,3,14
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
18.83,0,3
0,0,12
0,0,12
57.56,1,14
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,2,12
0,0,1
0,0,14
0,0,14
0,0,1
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
27.85,1,12
0,0,12
0,0,12
0,0,12
0,0,7
24.4,0,7
0,0,7
0,0,7
0,0,14
0,1,12
0,0,12
0,0,12
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,10
0,0,10
0,0,10
0,0,7
0,0,7
0,0,9
0,0,9
33.46,1,14
0,0,14
0,0,16
0,0,16
0,0,16
0,0,16
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,15
0,0,15
0,0,15
0,0,12
0,0,14
0,0,7
18.85,0,7
0,0,7
0,0,7
0,0,15
0,0,15
0,0,16
0,0,15
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,12
19.05,4,12
0,0,12
0,0,12
0,0,12
0,0,15
2012.25,16,15
0,0,15
0,0,15
0,0,15
0,0,15
0,0,15
0,0,15
0,0,15
0,0,9
0,0,13
293.12,1,12
0,0,12
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,13
0,0,12
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,4,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,13
0,1,16
0,0,15
0,0,15
0,0,15
0,0,15
0,0,15
0,0,16
0,0,16
0,0,14
0,0,14
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
35.29,1,16
0,0,16
0,0,16
0,0,16
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,15
61.62,70,15
0,0,15
0,0,14
0,0,14
0,0,14
0,0,14
0,0,12
0,0,12
0,0,12
0,0,13
0,0,13
0,0,13
47.3,5,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,7
4.98,1,14
0,0,14
220.97,9,14
0,0,13
0,0,14
130.24,4,13
0,0,13
0,0,13
0,0,15
0,0,15
0,0,15
0,0,15
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,12
79.72,2,14
0,0,14
0,0,14
0,0,14
0,0,14
92.61,14,7
0,0,12
0,0,12
0,0,12
122.57,3,3
0,0,9
0,0,9
0,0,10
0,0,8
0,0,10
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
1118.26,138,7
0,0,7
55.27,2,7
0,0,14
0,0,11
0,0,12
0,0,12
0,0,12
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,5,3
0,0,11
0,0,13
0,0,14
0,0,14
0,0,14
0,0,12
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,7
0,0,7
0,0,7
0,0,12
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,15
0,0,15
0,0,16
0,0,15
0,0,15
0,0,15
0,0,15
0,0,15
0,0,15
0,0,15
0,0,15
1915.76,2,15
0,0,15
0,0,11
0,0,11
0,0,11
0,0,10
0,0,12
0,0,12
0,0,12
0,0,12
0,0,9
0,0,9
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,8,16
0,0,16
0,0,16
0,0,16
0,0,10
0,0,10
0,0,10
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
214.64,3,11
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,14
0,0,16
0,0,16
0,0,16
0,0,16
0,0,11
14.66,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,15
0,0,15
0,0,15
0,0,16
0,0,16
184.58,5,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
12.48,3,16
0,0,16
91.99,9,14
1754,8,16
0,0,15
0,0,15
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,16
0,0,14
0,0,14
232.01,20,16
0,0,16
0,0,16
0,0,16
0,0,15
0,0,15
0,0,15
0,0,16
0,0,16
0,0,16
0,0,13
0,0,13
0,0,13
0,0,13
144.14,2,13
0,0,15
0,0,15
0,0,16
0,0,12
0,0,12
0,0,15
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,13
0,0,12
33.24,12,12
0,0,12
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,11
0,0,14
0,0,7
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,15
0,0,15
0,0,15
0,0,15
0,0,15
0,0,7
0,0,11
2661.29,4,14
0,0,14
0,0,14
0,0,15
0,0,15
0,0,15
26.58,3,8
0,0,8
0,0,8
0,0,14
0,0,11
0,0,8
0,0,8
1885.31,7,7
0,0,7
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,9
0,0,14
0,0,14
0,0,11
0,0,11
0,0,11
347.94,2,11
0,0,11
0,0,13
0,0,13
0,0,13
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
4.92,0,11
0,0,11
0,0,11
0,0,11
0,0,12
0,0,10
0,0,10
128.51,3,10
0,0,11
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,9
0,0,9
61.73,0,9
0,0,9
0,0,9
0,0,9
353.08,4,13
0,0,13
0,0,13
9466.94,39,13
0,0,13
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,13
0,0,13
0,0,12
0,1,12
0,0,12
0,0,12
0,0,10
0,0,10
0,0,10
0,0,10
10.68,0,10
0,0,12
0,70,12
0,0,12
0,0,13
0,0,13
0,0,14
0,0,14
0,0,14
0,0,7
0,0,7
780.72,28,10
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
12.95,0,8
0,0,7
0,0,7
0,0,11
0,0,11
1247.91,15,11
0,0,11
138.86,12,9
996,1,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,3
0,0,10
16.73,1,7
0,0,10
0,0,13
9.44,0,13
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
284.06,1,7
0,0,7
17.3,8,7
0,0,7
0,0,7
0,0,12
0,0,12
4.87,0,12
0,0,12
0,0,10
0,0,10
0,0,11
5.23,2,11
0,0,11
0,0,11
0,0,10
0,0,11
0,0,11
0,0,10
36.08,2,10
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,7
0,0,14
0,0,14
0,0,14
0,0,14
0,0,8
268.39,7,8
0,1,8
0,0,7
0,0,7
0,0,7
0,0,7
0,0,8
0,0,8
0,0,7
587.95,13,7
0,0,7
0,0,7
0,0,12
5.39,2,12
0,0,12
0,0,12
0,0,12
0,0,8
0,0,12
0,0,12
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,13
127.76,4,12
0,0,12
0,0,12
0,0,12
0,0,13
0,0,13
0,0,13
25.5,5,14
0,0,13
69.55,1,13
0,0,10
120.83,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,13
0,0,7
0,0,12
0,0,13
0,0,7
0,0,7
0,0,7
0,0,7
0,0,12
0,0,12
0,0,12
0,0,12
0,0,1
0,0,12
43.87,1,12
0,0,12
0,0,12
0,0,14
346.84,13,12
0,0,12
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,3
0,0,13
0,0,13
0,0,14
0,0,14
0,0,14
0,0,7
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,12
4966.52,6,12
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,12
0,0,12
0,0,12
0,0,13
91.14,2,13
0,0,13
0,0,9
0,0,14
0,0,13
0,0,10
0,0,10
0,0,13
0,0,13
5.48,0,13
0,0,13
0,0,13
0,13,11
0,0,7
0,0,7
0,0,7
14.97,2,7
0,0,7
4.88,4,12
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,9
0,0,9
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
8034.49,34,13
0,0,13
0,0,13
0,0,13
0,2,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,11
0,0,14
0,0,14
0,0,8
329.93,68,8
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
121.59,4,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,14
0,0,13
0,0,13
0,0,7
0,0,12
0,0,7
0,0,4
0,0,1
0,0,7
0,0,7
0,0,7
0,0,7
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
195.68,2,8
0,0,9
906.75,4,9
525.96,4,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,13
0,0,13
649.93,0,7
0,0,7
34.82,0,12
8.88,1,12
109.49,0,12
0,0,12
0,0,12
0,0,11
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
2811.58,49,11
0,0,11
0,0,11
0,0,8
0,0,8
153.73,3,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,7
0,0,7
0,0,7
0,0,7
0,0,11
15.69,0,11
0,0,11
0,0,11
0,0,11
0,0,12
0,0,1
0,0,12
0,0,14
0,0,14
0,0,14
6.36,26,11
0,0,11
0,0,11
0,0,11
0,0,1
0,0,11
0,0,11
0,0,12
0,0,12
0,0,12
0,0,12
0,0,14
0,0,10
0,0,10
0,0,12
0,0,12
0,0,14
0,0,14
0,0,14
0,0,14
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
124.52,8,10
0,0,7
0,0,7
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,1,14
0,0,14
0,0,14
0,0,10
0,0,14
0,0,14
2522.72,16,10
0,0,10
0,0,10
0,0,7
154.02,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,11
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
4.94,0,9
0,0,9
0,0,9
0,0,9
0,0,11
0,0,8
0,0,8
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,12
0,0,12
0,0,14
0,0,14
0,0,14
0,0,12
73.04,2,12
0,0,9
0,0,11
0,0,11
0,0,11
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
9.86,6,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,14
1635.51,92,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
71.84,27,14
0,0,13
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,14
0,0,12
0,0,12
19.54,0,12
0,0,12
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,8
0,0,7
45.4,1,7
0,0,13
0,0,13
0,0,14
386.03,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,11
0,0,11
0,0,13
0,0,13
0,0,13
0,0,13
47.32,2,8
0,0,11
0,0,11
0,0,13
0,0,13
0,0,13
0,0,10
0,0,10
0,0,10
0,0,10
0,2,10
0,0,10
0,0,10
0,0,7
0,0,7
0,0,11
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,14
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
441.15,7,3
0,0,11
0,0,11
233.26,19,11
0,0,11
0,0,11
0,0,12
0,0,12
0,0,10
13.62,1,10
0,0,13
0,0,13
0,0,10
0,0,1
0,0,10
0,0,11
0,0,10
0,0,10
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
589.75,30,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,9
0,0,12
0,0,12
0,0,7
0,0,7
0,0,7
0,0,7
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,8
241.52,4,7
0,0,9
0,0,7
0,0,7
0,0,7
0,0,7
0,0,12
0,0,14
0,0,14
0,0,14
109.93,10,13
0,0,12
0,0,12
0,0,12
0,0,13
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,13
0,0,14
0,0,14
0,0,14
0,0,13
0,0,13
0,0,13
0,0,7
0,0,7
0,0,7
0,0,7
0,0,14
0,0,14
383.64,7,11
993.64,5,11
35.05,3,11
0,0,11
172.2,2,12
0,0,11
30.72,25,11
0,2,11
0,0,11
0,3,12
0,0,3
0,0,7
0,0,7
0,0,7
0,0,7
731.28,1,7
0,0,9
111.56,1,9
0,0,8
1927.24,0,8
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
122.18,7,10
0,0,1
0,0,12
0,0,10
0,0,10
143.91,2,10
0,0,10
0,0,11
0,0,11
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,13
0,0,13
33.14,4,13
0,0,13
0,0,13
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
9.05,0,13
0,0,14
0,0,14
0,0,1
0,0,14
0,0,14
5.92,3,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,13
0,0,13
0,0,13
0,0,14
0,0,14
0,0,14
0,0,14
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,9
0,0,12
0,0,12
0,0,12
0,0,11
0,0,11
0,0,10
59.7,2,10
0,0,10
0,0,7
0,0,7
0,0,7
0,0,12
0,0,12
0,0,12
0,0,14
0,0,13
0,0,13
0,0,13
73.69,9,13
0,0,1
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
776.33,25,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,14
0,0,13
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,14
0,0,14
29.23,2,14
0,0,14
17.89,1,14
0,0,14
0,0,7
16.11,1,7
0,0,7
0,0,7
0,0,7
0,0,7
0,65,7
0,0,7
336.41,1,11
0,0,11
0,0,11
9.89,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,10
0,0,14
0,0,14
0,0,14
0,0,1
0,0,1
88.88,3,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,9
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,7
57.61,1,7
0,0,7
0,0,7
248.56,15,7
0,0,12
0,0,8
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,8
0,0,7
0,0,12
0,0,12
0,0,13
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
1819.02,44,9
0,0,9
0,0,7
0,0,7
0,0,7
156.8,7,7
0,0,7
0,0,10
0,0,10
0,0,8
0,0,7
0,0,9
0,0,9
0,0,7
0,0,7
0,0,13
4.68,8,10
0,0,13
0,0,14
303.86,8,14
0,0,14
0,0,14
0,0,14
0,0,14
910.33,40,14
0,0,13
0,0,10
0,0,9
0,0,10
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
103.17,0,11
0,0,13
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,10
457.79,1,14
226.85,3,11
19.2,3,11
30.96,1,11
0,0,11
0,0,11
0,0,11
1101.38,4,8
0,0,8
0,0,7
0,0,7
87.19,7,10
0,0,10
0,0,7
0,0,8
0,0,8
0,0,8
0,0,7
0,0,11
0,0,8
77.75,2,8
0,0,8
0,0,8
81.76,3,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,11
0,0,11
0,0,11
0,0,14
0,0,14
0,0,14
0,0,14
563.54,18,12
0,0,12
15.29,0,12
257.94,6,10
0,0,7
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
67.16,2,11
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,7
0,0,7
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,11
0,0,11
0,0,11
0,1,7
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,13
11.03,2,13
4.86,1,3
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,59,13
0,0,13
0,0,13
27.89,5,13
0,0,13
0,0,12
0,0,12
0,0,14
15.54,13,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,14
0,0,14
0,0,14
0,0,14
0,0,7
0,0,7
0,0,7
0,0,12
0,0,7
21.94,10,7
14.96,4,7
0,0,7
0,0,7
0,0,7
0,0,10
0,0,10
4.92,0,7
0,0,7
0,0,12
0,0,12
126.17,0,12
0,0,12
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,7,13
0,0,12
0,0,12
195.39,1,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,13
0,0,13
0,0,7
0,0,7
0,0,7
0,0,13
396.65,14,14
0,0,14
0,0,12
0,0,12
0,0,8
1740.75,4,8
0,0,11
0,0,8
0,0,8
0,0,8
0,0,8
0,0,9
29.31,5,9
1505.74,3,9
0,0,7
0,0,7
0,0,7
0,0,14
0,0,14
0,1,14
0,0,14
0,0,14
0,0,7
207.22,2,7
0,0,7
0,0,7
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,10
0,0,10
0,0,11
1932.45,5,10
0,0,10
6368.5,19,12
0,0,12
0,0,12
0,0,12
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,9
14.32,1,7
0,0,7
0,0,7
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,10
0,0,10
364.23,1,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,7
14.36,1,7
0,0,9
0,0,9
0,0,9
53.08,7,9
0,0,9
0,0,9
0,0,9
0,0,11
0,0,11
2676.72,2,11
0,0,11
0,0,10
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,1,10
0,0,14
0,0,14
0,0,7
0,0,7
0,0,12
0,0,12
0,0,13
0,0,14
0,0,14
0,0,14
0,0,14
80.98,3,14
0,0,14
0,0,12
0,0,12
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,14
0,0,13
0,0,13
0,0,13
0,0,12
0,0,12
0,2,12
0,0,12
0,0,12
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,11
0,0,11
0,0,11
0,0,7
0,0,7
178.85,5,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,9
0,0,7
409.21,6,13
379.15,1,12
0,0,12
47.74,5,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
290.46,13,7
127.71,13,7
0,0,7
0,0,7
0,0,7
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,10
0,0,7
5.9,6,7
0,0,7
0,0,10
0,0,10
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,7
0,0,13
0,0,13
0,1,10
0,2,10
0,0,10
118.33,4,10
0,0,7
0,0,7
0,17,7
0,0,7
19.12,1,7
0,0,7
0,0,11
0,0,11
0,0,7
0,0,7
0,0,7
0,0,7
0,0,9
0,0,9
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,10
0,0,14
0,0,14
0,0,14
0,0,14
0,0,12
0,0,12
0,0,12
0,0,9
0,0,9
0,0,9
115.43,2,9
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,7
0,2,7
0,0,10
204.54,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,9
0,0,9
0,0,11
0,0,11
0,0,8
0,0,8
396.26,0,10
0,0,8
0,0,8
0,0,8
0,0,8
0,0,7
0,0,7
0,0,8
0,0,8
0,0,8
0,0,8
15.23,5,8
0,0,12
0,0,11
0,0,11
119.14,2,11
0,0,11
0,0,8
0,0,8
0,0,8
0,0,8
0,0,13
0,0,13
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
165.47,4,14
0,0,14
0,0,14
0,0,14
0,0,8
0,0,8
0,0,13
0,0,13
0,0,13
4824.95,37,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
1158.61,30,7
0,0,7
0,0,10
0,0,10
0,0,8
0,0,8
0,0,3
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
166.86,1,7
0,0,7
0,0,7
0,0,12
0,0,12
0,0,12
0,0,12
5.54,4,11
2711.95,37,11
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,14
0,0,14
0,0,14
0,0,12
0,0,12
0,0,12
0,0,12
0,0,14
339.4,3,14
0,0,14
0,0,14
0,0,14
0,0,7
0,0,7
0,0,7
0,4,7
0,0,7
0,0,8
0,0,8
0,0,7
431.11,3,7
0,0,7
0,0,7
0,0,10
0,0,10
0,0,10
8.86,3,10
0,0,10
0,0,10
0,0,12
0,0,12
0,0,12
0,0,12
0,0,7
0,0,7
0,0,8
0,0,8
0,0,8
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,11
0,0,11
0,0,11
0,0,11
0,0,10
0,0,10
0,0,10
0,0,11
14.9,2,11
0,0,11
0,0,11
0,0,11
55.53,1,11
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,7
0,0,8
0,0,14
288.12,7,14
0,0,14
0,0,14
0,0,14
0,0,1
0,0,1
0,0,1
4.69,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,7
0,0,11
0,0,11
0,0,11
0,0,9
0,0,9
0,0,7
0,0,7
0,0,7
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,7
0,1,7
0,0,7
1183.91,3,7
0,0,7
0,0,8
0,0,8
0,0,8
0,0,8
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,1
0,0,7
1253.33,6,3
159.01,17,9
52.49,0,7
0,0,12
0,0,12
0,0,12
0,0,8
0,0,8
0,0,7
0,0,7
0,0,11
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,7
0,0,13
1384.19,1,8
0,0,8
0,2,8
0,0,1
0,0,1
0,0,8
0,0,8
0,0,7
998.22,1,7
0,0,7
0,0,7
0,0,9
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,8
31.38,1,8
7.82,0,8
0,0,9
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,7
0,0,7
0,0,7
0,0,7
0,0,3
48.01,1,12
0,0,12
0,0,12
0,0,12
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,7
0,0,7
9.89,0,7
0,0,7
858.67,7,13
166.06,21,9
0,2,9
0,0,7
19,2,7
0,0,7
0,8,7
0,0,7
0,0,7
0,0,7
0,0,7
600.94,8,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,13
0,0,9
0,0,9
0,0,9
0,0,9
0,5,9
0,0,9
6703.5,34,9
0,0,13
0,0,13
0,0,13
0,0,13
0,0,8
0,0,13
0,0,13
0,0,14
0,0,14
0,0,7
0,0,7
0,0,7
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,12
0,0,9
0,0,12
0,0,12
0,0,12
0,0,12
0,0,11
0,0,9
0,0,13
0,0,13
0,0,13
0,0,7
0,0,7
0,4,7
0,0,7
0,0,7
0,0,1
0,0,1
0,0,7
0,0,12
0,0,12
0,0,12
0,0,12
0,0,7
0,0,7
0,0,7
0,0,7
0,0,9
0,0,7
0,0,7
0,0,7
0,0,10
0,0,10
0,0,13
0,0,13
0,0,13
19.31,1,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
6.37,1,13
0,0,3
0,0,13
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,7
1323.18,16,7
0,0,9
0,1,9
0,0,9
0,0,1
0,0,9
15.04,1,10
0,0,10
43.16,0,10
0,1,8
0,0,7
0,0,7
0,0,8
0,0,8
0,0,13
0,0,13
0,0,13
0,0,13
30.55,0,13
0,0,13
0,0,9
